ano,artista,faixa,genero1,id,arquivo,status,fechado_estilo,fechado_confianca,fechado_justificativa,tempo_fechado,aberto_estilo,aberto_subgeneros,aberto_confianca,aberto_justificativa,tempo_aberto
2024,Nadson O Ferinha,Na Ponta do Pé,sertanejo,12,12_Nadson O Ferinha - Na Ponta Do Pé.mp3,ok,pagode,98.0,"A faixa apresenta instrumentação característica do gênero, como o cavaquinho e percussão de samba (pandeiro e surdo), além de uma estrutura rítmica em 2/4 e temática lírica romântica.",63.834113359451294,Pagode,"Samba-Pop, MPB, Pop-Samba",95.0,"A faixa apresenta elementos rítmicos característicos do Pagode moderno, com uma levada de violão sincopada e percussão leve (pandeiro e marcação). A estrutura melódica e a interpretação vocal aproximam-se do Samba-Pop, mesclando a tradição do samba com uma estética de produção voltada para o rádio e o consumo popular (MPB contemporânea).",76.72799706459045
2020,"MC Kevinho, Mc Davi",Elas Gostam,funk,49,49_MC Kevinho e MC Davi - Elas Gostam (KondZilla)(MP3_160K).mp3,ok,funk,100.0,"A faixa apresenta a batida característica do funk carioca (tamborzão), com graves acentuados e letras que remetem à dança e ao ambiente de baile, além de menções diretas a DJs e batidas rítmicas repetitivas.",30.63063073158264,Funk Carioca,"Funk de Fluxo, Funk Pop, Eletrofunk",100.0,"A faixa é caracterizada pela batida sincopada do 'tamborzão', com forte presença de sub-graves e arranjos eletrônicos minimalistas. O vocal utiliza métricas rítmicas típicas do gênero, com letras focadas em festas e ganchos melódicos repetitivos, comuns na produção contemporânea do funk brasileiro voltado para pistas e fluxos.",37.86162304878235
1987,Teto,Yes or No,hip-hop,202,202_Teto - YES OR NO.mp3,ok,hip-hop,95.0,"A faixa apresenta batida característica do trap, com graves acentuados e hi-hats rápidos, acompanhada de versos rimados e flow rítmico típico do gênero.",38.834840297698975,Trap Brasileiro,"Trap, Hip Hop, Urban Pop, Rap",95.0,"A faixa é caracterizada pelo uso de graves profundos (808s), padrões de chimbal rápidos com subdivisões em tercinas e uma rítmica sincopada típica do Trap. A entrega vocal segue o 'flow' melódico e rítmico do gênero, com produção polida voltada para o mercado de música urbana contemporânea brasileira.",26.819424867630005
2023,Caio Luccas,Logo Eu,hip-hop,135,"135_Caio Luccas, NADAMAL, MC Cabelinho, meLLo, Palma - Logo Eu.mp3",ok,hip-hop,95.0,A faixa apresenta uma batida trap com graves 808 marcantes e flows rítmicos característicos do hip-hop contemporâneo.,35.751914739608765,Trap Melódico,"Trap, R&B Contemporâneo, Pop Urbano",95.0,"A faixa é caracterizada por uma base rítmica de Trap, utilizando sub-graves (808s) profundos e hi-hats em subdivisões rápidas (triplets). A sonoridade é suavizada por sintetizadores atmosféricos e uma progressão harmônica típica do R&B. O diferencial reside na interpretação vocal, que prioriza melodias cantadas e o uso estético de autotune em vez do flow de rap tradicional, consolidando-a como Trap Melódico com forte apelo ao Pop Urbano.",45.38993287086487
2021,Dj Luan Gomes,MTG QUERO VER SE VOCÊ TEM ATITUDE,funk,56,56_MTG QUERO VER SE VOCÊ TEM ATITUDE(MP3_160K).mp3,ok,funk,95.0,"A faixa apresenta a batida característica do 'tamborzão', elemento rítmico fundamental do funk carioca, acompanhada de vocais com métrica e gírias típicas do gênero.",29.763595819473267,Pagofunk,"Funk Carioca, Pagode, Pop Brasileiro, Eletropagode",95.0,"A faixa exemplifica a fusão contemporânea entre o Pagode e o Funk Carioca. A base rítmica é construída sobre um beat eletrônico com graves acentuados e percussão programada (estilo tamborzão), enquanto a linha melódica vocal e a temática lírica seguem os padrões do Pagode. A presença de ad-libs e a cadência do fraseado reforçam a hibridização entre o samba urbano e a música eletrônica de favela.",17.180678129196167
2022,Felipe Ret,A meu favor,hip-hop,141,"141_Filipe Ret, Kayuá, Dallass, Honaiser - A Meu Favor.mp3",ok,hip-hop,95.0,"A faixa apresenta elementos característicos do trap, um subgênero do hip-hop, como batidas com graves profundos (808s), hi-hats rápidos e um flow vocal que alterna entre o rap e melodias autotunadas.",35.96050763130188,Trap Brasileiro,"Trap, Hip Hop, Urban, Melodic Trap",95.0,"A faixa apresenta elementos fundamentais do Trap, como o uso proeminente de graves 808, hi-hats rápidos e sincopados, e um flow vocal rítmico com uso estético de Auto-Tune. A produção sonora utiliza sintetizadores atmosféricos e uma estrutura de composição típica do gênero urbano contemporâneo no Brasil.",24.462950229644775
2010,Kayblack,Misterios,hip-hop,205,"205_KayBlack, Murillo e LT no Beat - Mistérios.mp3",ok,hip-hop,95.0,"A faixa utiliza elementos estruturais do trap, como hi-hats rápidos e graves profundos (808s), combinados com um fraseado vocal rítmico e rimado característico do rap contemporâneo.",32.88827872276306,Trap,"Bossa Nova, MPB, Hip Hop, Lo-fi",95.0,"A faixa apresenta uma fusão entre a rítmica e harmonia do violão de Bossa Nova com a produção percussiva do Trap, incluindo graves 808 profundos e hi-hats rápidos. O vocal transita entre o canto melódico e o rap, característico da cena urbana brasileira contemporânea.",33.7290358543396
2024,Ebony,Espero que entenda,hip-hop,207,"207_Ebony, LARINHX - Espero Que Entendam - Freestyle.mp3",ok,hip-hop,98.0,"A faixa apresenta rimas rítmicas e declamadas (rap) sobre uma base instrumental com batidas eletrônicas e graves acentuados, além de referências diretas a outros artistas e elementos da cultura hip-hop.",28.962392807006836,Trap Brasileiro,"Hip Hop, Diss Track, Gangsta Rap, Boom Bap (influências)",100.0,"A faixa é um exemplo clássico de Trap contemporâneo, caracterizada pelo uso intensivo de 808s (sub-graves), hi-hats rápidos e sincopados, e uma atmosfera sonora densa. Tecnicamente, a estrutura lírica foca no 'diss', uma subcategoria funcional do Hip Hop onde a artista utiliza punchlines e referências diretas a outros nomes da cena para afirmar sua posição e habilidade técnica. O flow é agressivo e rítmico, típico do rap de combate, com uma produção digital limpa que enfatiza a voz e a batida.",31.825649976730347
2023,Wesley Safadão,Eu Já Tava Bem - Ao Vivo,sertanejo,13,13_Wesley Safadão - Eu Já Tava Bem - WS On Board(MP3_160K).mp3,ok,sertanejo,95.0,"A faixa apresenta características marcantes do sertanejo universitário, como a instrumentação baseada em violão e bateria com pegada pop, além de vocais com timbres e melismas típicos do gênero e temática lírica romântica.",34.27232074737549,Forró Eletrônico,"Sertanejo Universitário, Arrocha, Piseiro, Pop Brasileiro",100.0,"A faixa exemplifica a hibridização do Forró moderno com o Sertanejo Universitário. Tecnicamente, observa-se a presença central da sanfona (acordeão) em diálogos melódicos com uma seção de metais (brass section) vibrante. A base rítmica utiliza uma bateria com acentuação característica do forró estilizado, fundindo-se a elementos do Arrocha na cadência e na temática lírica. A produção é voltada para o mercado pop, com arranjos dinâmicos e vocais expressivos típicos das grandes produções do Nordeste brasileiro.",43.242188692092896
2003,MC Loma e As Gêmeas Lacração,Envolvimento,funk,50,50_MC LOMA - ENVOLVIMENTO ( ÁUDIO OFICIAL)(MP3_160K).mp3,ok,funk,95.0,"A faixa apresenta o ritmo característico do 'tamborzão', com batidas eletrônicas repetitivas, letras focadas em dança e coreografia, e uma produção voltada para o funk carioca/brasileiro.",36.10503268241882,Brega Funk,"Funk Brasileiro, Pop, Eletrobrega, Música de Paredão",100.0,"A faixa apresenta a batida sincopada característica do Brega Funk, que funde a rítmica do Funk Carioca com elementos do Brega e do Arrocha. A estrutura é baseada em loops eletrônicos de alto BPM, com ênfase em graves e percussão marcante. As letras são repetitivas e voltadas para coreografias (passinho), com ganchos melódicos simples e chicletes, típicos da produção musical urbana do Nordeste brasileiro.",43.78074645996094
2018,"Djonga, Coyote Beatz, Filiph Neo",em quase tudo,hip-hop,137,"137_Djonga, Coyote Beatz, Filiph Neo - em quase tudo.mp3",ok,hip-hop,95.0,"A faixa apresenta rimas rítmicas e faladas (rap) sobre uma base instrumental com batidas eletrônicas acentuadas e elementos de sintetizador, característicos do gênero.",48.62975883483887,Rap Nacional,"Trap, R&B, Pop Rap, Lo-fi Hip Hop",95.0,"A faixa apresenta uma estrutura clássica do rap contemporâneo brasileiro, mesclando versos rimados com um refrão melódico de influência R&B. A produção utiliza batidas características do Trap (hi-hats rápidos e graves 808), mas mantém uma atmosfera suave e introspectiva através de sintetizadores atmosféricos e texturas que remetem ao Lo-fi. A lírica foca em questões sociais e relacionamentos urbanos, consolidando sua identidade no Rap Nacional.",42.56514883041382
2023,Matuê,A morte do autotune,hip-hop,201,201_Matuê - A Morte do Autotune.mp3,ok,hip-hop,95.0,"A composição é estruturada sobre batidas rítmicas e versos declamados com flow característico do rap, mesclando elementos melódicos com a estética sonora do hip-hop contemporâneo.",44.738367557525635,Trap Melódico,"Lo-fi Trap, Sad Trap, Emo Trap, Hip Hop Alternativo",95.0,"A faixa apresenta uma fusão característica de elementos orgânicos, como o violão acústico dedilhado, com a rítmica eletrônica do Trap, marcada por graves 808 profundos e hi-hats sincopados. A entrega vocal é predominantemente melódica, utilizando o Auto-Tune não apenas para correção, mas como recurso estético. A atmosfera é introspectiva e melancólica, alinhando-se às vertentes do Sad Trap e Lo-fi, com letras que abordam sentimentos pessoais e reflexões existenciais.",46.21385669708252
1995,Twenty One Pilots,Level of Concern,rock,142,142_Twenty One Pilots - Level of Concern.mp3,ok,pop,95.0,"A faixa apresenta produção polida, ganchos melódicos cativantes e uma estrutura rítmica dançante característica do pop contemporâneo, com uso proeminente de sintetizadores e baixo groovado.",36.655967235565186,Indie Pop,"Synth-pop, Funk-pop, Disco-pop, New Wave",98.0,"A composição é caracterizada por uma linha de baixo proeminente e sincopada com forte influência do funk e disco, combinada a sintetizadores melódicos que evocam a estética do synth-pop dos anos 80. A estrutura rítmica é dançante e constante (four-on-the-floor), enquanto a produção vocal limpa e o uso de guitarras rítmicas limpas situam a faixa no espectro do pop alternativo contemporâneo.",37.475337982177734
2023,Marília Mendonça,O Que É Amor Pra Você - Ao Vivo,sertanejo,1,1_O Que É Amor Pra Você - Marília Mendonça(MP3_160K).mp3,ok,forró,100.0,"A faixa apresenta elementos rítmicos e instrumentais característicos do forró universitário, como o uso proeminente da sanfona, triângulo e zabumba, além de uma estrutura melódica baseada no xote.",47.41974115371704,Pop Rock Brasileiro,"Samba Rock, Funk-Pop, Soul Brasileiro, MPB Contemporânea",95.0,"A composição exibe características marcantes do pop rock nacional consolidado entre o final dos anos 90 e início dos 2000. A presença de uma seção de metais (trompetes e trombones) com arranjos rítmicos e pontuados indica uma forte influência do soul e do funk. A 'levada' da guitarra utiliza síncopas típicas do samba rock, enquanto a estrutura harmônica e a produção polida visam o apelo radiofônico. O ritmo é conduzido por um baixo melódico e uma bateria com groove constante, elementos que definem a sonoridade de bandas como Jota Quest e Skank.",55.18490934371948
1990,"MC LUUKY, Oldilla",Nem Ligo Pro Amor,funk,55,55_MC Luuky - Nem Ligo pro Amor 💔 (Clipe Oficial) Oldilla(MP3_160K).mp3,ok,hip-hop,95.0,"A faixa apresenta elementos característicos do trap, um subgênero do hip-hop, como batidas com hi-hats sincopados, graves profundos (808s) e um flow melódico com uso de autotune.",25.17760968208313,Trap Brasileiro,"Trap, Hip Hop, Pop, Melodic Trap",95.0,"A faixa apresenta características fundamentais do Trap, como o uso proeminente de graves (808s), hi-hats em subdivisões rápidas e uma produção digital polida. A lírica foca em temas de ostentação, vida noturna e relacionamentos, típicos do gênero no contexto brasileiro. O vocal utiliza efeitos de correção de altura (Auto-Tune) e alterna entre o flow rítmico e passagens melódicas.",45.48903012275696
2022,Gusttavo Lima,Não Me Arranha - Ao Vivo,sertanejo,4,4_Gusttavo Lima - Não Me Arranha (Buteco in Boston)(MP3_160K).mp3,ok,sertanejo,95.0,"A presença marcante da sanfona, a técnica vocal característica e a temática lírica romântica definem o gênero como sertanejo universitário.",42.40962505340576,Samba-Rock,"Balanço, Pop-Samba, MPB, Funk-Samba",98.0,"A faixa é caracterizada pela fusão rítmica do samba com elementos do rock e do funk, evidenciada pela 'levada' sincopada da guitarra e do violão. A instrumentação inclui uma seção de metais vibrante e uma base de baixo e bateria com forte acento no groove (balanço), elementos fundamentais do gênero. O fraseado vocal e a estrutura da canção seguem a tradição da música de baile brasileira, focada na dança e na energia festiva.",52.739338636398315
2025,Charlie Brown Jr.,Zóio De Lula,rock,143,143_Charlie Brown Jr. - Zóio De Lula.mp3,ok,rock,95.0,"A faixa apresenta instrumentação característica do rock, com guitarras elétricas distorcidas, bateria orgânica e baixo pulsante, além de uma estrutura de canção pop-rock nacional.",44.780606508255005,Pop Rock,"Ska, Reggae Rock, Skate Punk, Rock Nacional",100.0,"A faixa apresenta uma fusão característica do rock brasileiro dos anos 2000, combinando guitarras com uma seção de metais (saxofone e trompete) que remete diretamente ao Ska. O ritmo de guitarra em contratempo (skank) e as linhas de baixo melódicas revelam a influência do Reggae, enquanto a estrutura acessível e a entrega vocal de Chorão consolidam o estilo Pop Rock/Skate Punk típico da banda Charlie Brown Jr.",34.4951536655426
2024,BK,Universo,hip-hop,200,"200_BK, JXNV$, Nansy Silvvz - Universo.mp3",ok,hip-hop,95.0,"A faixa apresenta rimas rítmicas (rap) sobre uma batida estruturada com bumbo e caixa marcantes, característica central do gênero. A produção urbana e a cadência vocal confirmam a classificação.",55.38318967819214,Rap Brasileiro,"Trap, Hip-Hop, Pop Rap",95.0,"A faixa é construída sobre uma base rítmica de Trap, evidenciada pelo uso de sub-graves (808s) e padrões de chimbal rápidos e sincopados. A performance vocal utiliza a métrica característica do Rap, intercalando versos rimados com um refrão melódico que confere à música um apelo comercial típico do Pop Rap contemporâneo.",51.89644122123718
2023,Jey,Como É Que Vamos Fazer?,hip-hop,139,139_Jey - Como É Que Vamos Fazer.mp3,ok,pop,95.0,"A faixa apresenta produção polida com elementos eletrônicos e acústicos, estrutura melódica cativante e rítmica característica do pop contemporâneo brasileiro.",54.36747193336487,Pop Nacional,"Pop Leve, R&B Contemporâneo, MPB Contemporânea, Urban Pop",95.0,"A faixa apresenta uma fusão característica do pop brasileiro contemporâneo, unindo o violão acústico percussivo (herança da MPB) com batidas eletrônicas e um groove de baixo bem definido. A interpretação vocal transita entre a melodia suave e uma cadência rítmica próxima ao R&B, com uma estrutura de canção comercial focada em refrões ganchudos e produção cristalina.",44.601019859313965
1996,"Rennan da Penha, Anitta",SexToU,funk,48,48_Rennan da Penha_ Anitta - SexToU (Maloqueira Vem Jogando) (Prod. Isaac 22)(MP3_160K).mp3,ok,funk,95.0,"A faixa apresenta o ritmo característico do tamborzão, elemento central do funk carioca, aliado a uma produção eletrônica urbana e letras coloquiais típicas do gênero.",57.46561908721924,Funk Carioca,"Funk Pop, Pop Brasileiro, Eletrofunk",100.0,"A faixa é estruturada sobre a batida característica do Funk Carioca, utilizando elementos do 'tamborzão' e síncopas rítmicas agressivas. A produção sonora, contudo, apresenta um acabamento de estúdio voltado ao mercado mainstream, com melodias vocais bem definidas e o uso de sintetizadores eletrônicos, o que a enquadra no subgênero Funk Pop. A lírica e a cadência vocal também refletem a cultura urbana periférica brasileira, fundindo o rap rítmico com o canto melódico do Pop.",51.992759227752686
2024,Imagine Dragons,Believer,rock,147,147_Imagine Dragons - Believer.mp3,ok,rock,95.0,"A faixa apresenta elementos estruturais do rock moderno, incluindo guitarras distorcidas, uma seção rítmica percussiva intensa e vocais com projeção hínica e agressiva.",40.3682541847229,Pop Rock,"Arena Rock, Electropop, Alternative Rock, Indie Pop",100.0,"A faixa é caracterizada por uma produção híbrida que combina elementos orgânicos e eletrônicos. Apresenta uma base rítmica percussiva forte e sincopada (estilo stomp-and-clap), vocais com entrega rítmica quase declamada nos versos e refrões hínicos com grande densidade sonora. A instrumentação utiliza sintetizadores, guitarras distorcidas e camadas de pós-produção típicas do rock de arena contemporâneo.",27.56713080406189
2025,"MC Joãozinho VT, MC Tuto, Deejhay RB",Vida de Artista,funk,53,53_MC Joãozinho VT e MC Tuto - Vida de Artista (Deejhay RB) [Clipe Oficial](MP3_160K).mp3,ok,funk,95.0,"A faixa apresenta a batida rítmica característica do funk brasileiro, com elementos de trap. A lírica e o fluxo vocal são típicos do gênero, abordando temas urbanos e de ascensão social.",39.92512321472168,Trap Brasileiro,"Trap, Hip Hop, Melodic Trap, Pop Rap",95.0,"A composição é estruturada sobre uma base rítmica característica do Trap, com batidas de 808 profundas, hi-hats em subdivisões rápidas e claps sincopados. A introdução melódica em violão/guitarra estabelece uma atmosfera que transita para o Melodic Trap, reforçada pelo uso de autotune e flows que alternam entre a rima e o canto. A lírica foca em temas de ostentação, vivência periférica e sucesso, típicos do gênero no contexto brasileiro contemporâneo.",51.92683148384094
2023,Lourena,Outro dia,hip-hop,208,"208_Lourena, Pineapple StormTv, billboard Brasil - Outro Dia.mp3",ok,mpb,95.0,"A faixa apresenta características da MPB contemporânea, com foco em melodias vocais expressivas, letras sentimentais e uma instrumentação que mescla o violão acústico com elementos de produção moderna.",39.173144817352295,Nova MPB,"Indie Pop, R&B Contemporâneo, Bossa Nova, Neo-Soul",95.0,"A faixa exemplifica a estética da música popular brasileira contemporânea, caracterizada pela fusão de elementos orgânicos e eletrônicos. A base harmônica utiliza acordes com extensões (7ªs e 9ªs) típicos da Bossa Nova e do Jazz, enquanto a rítmica da bateria e o fraseado vocal bebem diretamente do R&B e do Indie Pop. O uso do violão de nylon como elemento central, aliado a uma produção limpa e texturas de sintetizadores sutis, define a sonoridade urbana e sofisticada do gênero.",48.59670376777649
2018,Legião Urbana,Que país é este,rock,212,212_Legião Urbana - Que Pais É Este.mp3,ok,rock,100.0,"A faixa apresenta instrumentação característica do rock, com guitarras distorcidas, bateria com batida constante e vocais enérgicos com temática de protesto, típicos do rock nacional dos anos 80.",24.88035297393799,Deathcore,"Metalcore, Extreme Metal, Brazilian Rock, Hardcore",95.0,"A faixa apresenta uma releitura extrema do clássico da Legião Urbana, utilizando elementos típicos do Deathcore e Metalcore. Destacam-se as guitarras com alto ganho e afinações baixas, bateria com uso intenso de bumbo duplo e blast beats, além de vocais que alternam entre guturais profundos e screams agudos. A estrutura rítmica é agressiva e a produção é moderna, característica do metal contemporâneo.",40.071775913238525
2022,Jorge & Mateus,Paradigmas,sertanejo,14,14_Jorge _ Mateus - Paradigmas (Clipe Oficial) [Álbum Tudo Em Paz](MP3_160K).mp3,ok,pagode,95.0,"A faixa apresenta rítmica característica do pagode, com ênfase em violão e percussão leve, além de vocais melódicos e temática romântica típicos do gênero.",31.672685146331787,Samba-Rock,"Suingue, MPB, Pop-Samba, Soul Brasileiro",98.0,"A faixa é caracterizada pela rítmica sincopada do violão de nylon, técnica conhecida como 'levada' de samba-rock, que funde o samba tradicional com o balanço do rock e do soul. A instrumentação inclui uma seção de metais com arranjos percussivos, baixo elétrico com forte presença de groove e uma bateria que enfatiza o suingue. A estrutura vocal e a produção polida alinham a composição ao cenário da MPB contemporânea com apelo pop.",23.393503665924072
2025,"Murilo Huff, Maiara & Maraisa",Perfeito Pra Ficar Sozinho - Ao Vivo,sertanejo,20,20_Murilo Huff _ _maiaramaraisaoficial - Perfeito Pra Ficar Sozinho (Ao Vivo Em Rio Preto)(MP3_160K).mp3,ok,sertanejo,98.0,"A faixa apresenta elementos centrais do sertanejo contemporâneo, como a temática de 'sofrência', estrutura melódica voltada para o apelo popular e a participação de expoentes do gênero, como Murilo Huff e Maiara & Maraisa.",41.553515672683716,Sertanejo,"Sertanejo Universitário, Arrocha, Pop Sertanejo",100.0,"A faixa apresenta elementos centrais do Sertanejo contemporâneo, como a instrumentação baseada em violão e sanfona, duetos vocais com harmonias em terças e uma estrutura de 'sofrência'. O ritmo nos versos possui a cadência do Arrocha, enquanto o refrão adota a energia e a produção do Sertanejo Universitário, caracterizado por arranjos voltados para grandes arenas e forte apelo popular.",43.74838328361511
2024,MC's Jhowzinho & Kadinho,Agora Vai Sentar,funk,51,51_Agora vai sentar(MP3_160K).mp3,ok,funk,100.0,"A faixa apresenta a batida característica do funk brasileiro (tamborzão), com vocais rítmicos e produção típica do gênero, incluindo a assinatura do produtor Yuri Martins.",50.32250642776489,Funk Brasileiro,"Funk Pop, Funk Carioca, Eletrofunk",98.0,"A faixa apresenta a batida característica do 'tamborzão' do funk brasileiro, combinada com uma produção melódica e elementos de sintetizadores eletrônicos. A estrutura alterna entre versos cantados com influências pop e refrões rítmicos focados na dança. A presença de produtores renomados do gênero, como Yuri Martins, reforça a identidade do Funk Pop contemporâneo.",57.4414701461792
2024,Barão vermelho,queria ter uma bomba,rock,146,146_Barão Vermelho - Eu Queria Ter uma Bomba.mp3,ok,rock,95.0,"A faixa apresenta instrumentação clássica do rock, com guitarras elétricas (incluindo distorção no refrão), baixo e bateria, além de uma estrutura de canção e entrega vocal características do rock nacional.",38.382899045944214,Rock Nacional,"Pop Rock, Pós-Punk, Rock Alternativo",100.0,"A faixa exibe a sonoridade clássica do Rock Nacional consolidado entre as décadas de 80 e 90. A instrumentação é composta por guitarras elétricas que alternam entre timbres limpos com chorus e distorções moderadas, baixo com linhas melódicas e bateria em compasso 4/4 padrão. A estrutura da canção segue o modelo verso-refrão com ganchos melódicos acessíveis, característica do Pop Rock. Há influências estéticas do Pós-Punk na textura das guitarras e na interpretação vocal expressiva, típica de bandas como Biquini Cavadão.",37.34999632835388
2021,"Anitta, Mc Danny, HITMAKER",Sei Que Tu Me Odeia,funk,31,31_Anitta_ Mc Danny_ HITMAKER - Sei Que Tu Me Odeia (Lyric Video)(MP3_160K).mp3,ok,forró,95.0,"A faixa apresenta elementos rítmicos e melódicos característicos do forró eletrônico e piseiro, como o uso proeminente de sintetizadores que emulam o acordeão e uma batida percussiva binária acelerada e dançante.",58.37097644805908,Piseiro,"Forró Eletrônico, Pop, Arrocha",98.0,"A faixa é um exemplo clássico de Piseiro, caracterizada pelo uso proeminente de sintetizadores que simulam o acordeão, uma batida eletrônica 4/4 sincopada e bumbo seco. A produção funde elementos do Forró Eletrônico com a estrutura melódica do Pop e do Arrocha, apresentando vocais processados e uma cadência rítmica voltada para o consumo em massa e pistas de dança.",49.71747446060181
1980,"MC Tuto, Grelo",Do Job,funk,54,54_Grelo _ MC Tuto - Do Job (Audio Oficial)(MP3_160K).mp3,ok,pagode,100.0,"A faixa apresenta instrumentação característica do pagode, como o cavaquinho e percussão marcante (pandeiro, surdo), além de uma estrutura melódica e temática lírica típicas do gênero.",47.32035565376282,Sertanejo,"Piseiro, Arrocha, Pop",95.0,"A faixa apresenta elementos característicos do Sertanejo contemporâneo, com forte influência do Piseiro, evidenciada pela percussão eletrônica marcada e timbres de teclado. A estrutura melódica e a interpretação vocal seguem os padrões do Arrocha e do Pop brasileiro, com foco em refrões chiclete e temática cotidiana.",49.31543684005737
2023,Sabrina Carpenter,Espresso,pop,152,152_Sabrina Carpenter - Espresso.mp3,ok,pop,100.0,"A faixa apresenta produção polida, ganchos melódicos cativantes e uma estrutura rítmica dançante com influências de disco e synth-pop, características centrais do gênero pop contemporâneo.",31.683207750320435,Pop,"Nu-disco, Synth-pop, Dance-pop, Bubblegum pop",95.0,"A faixa apresenta uma fusão de elementos retrô e contemporâneos, caracterizada por uma linha de baixo funky proeminente, sintetizadores brilhantes e uma produção vocal polida com harmonias em camadas. O andamento moderado e o groove dançante, aliados a uma estrutura melódica viciante, definem a sonoridade como um Pop moderno com fortes influências da era disco e do synth-pop dos anos 80.",24.158098936080933
1947,Pitty,equalize,rock,145,145_Pitty - Equalize.mp3,ok,rock,95.0,"A composição utiliza instrumentação característica do gênero, como guitarras elétricas com distorção, baixo e bateria, além de uma estrutura de canção e entrega vocal típicas do rock nacional contemporâneo.",47.689523696899414,Pop Rock,"Rock Alternativo, Indie Rock, Post-Grunge, Rock Nacional",100.0,"A faixa apresenta uma estrutura clássica de canção pop-rock, alternando entre versos melódicos com guitarras limpas e refrões enérgicos com distorção. A produção é polida, típica do rock mainstream brasileiro dos anos 2000, com foco em ganchos vocais acessíveis e uma seção rítmica coesa. Há influências sutis de post-grunge na dinâmica de volume e no timbre das guitarras durante o clímax.",54.391926527023315
2022,CPM 22,Um minuto para o fim do mundo,rock,211,"211_CPM 22, Dinho Ouro Preto - Um Minuto Para O Fim Do Mundo - Live.mp3",ok,rock,95.0,"A faixa apresenta instrumentação característica do rock, com guitarras elétricas distorcidas, bateria enérgica e vocais com projeção intensa, seguindo uma estrutura de pop-rock/hardcore melódico.",43.35371708869934,Hardcore Melódico,"Pop Punk, Rock Nacional, Skate Punk, Emo",100.0,"A faixa apresenta as características fundamentais do hardcore melódico brasileiro dos anos 2000: guitarras com distorção saturada executando power chords, bateria energética com andamento acelerado e vocais melódicos que contrastam com a agressividade instrumental. A estrutura é focada em refrões hinosos e ganchos melódicos acessíveis, típicos da fusão entre o punk rock e a sensibilidade pop da época.",43.77844595909119
2024,Detonautas,Outro lugar,rock,148,148_Detonautas - Outro Lugar.mp3,ok,rock,100.0,"A faixa apresenta instrumentação clássica do gênero, com guitarras distorcidas, bateria com acentuação enérgica e vocais melódicos característicos do rock nacional dos anos 2000.",32.89468860626221,Pop Rock,"Rock Nacional, Rock Alternativo, Post-Grunge, Pop Punk",100.0,"A faixa apresenta a sonoridade característica do rock brasileiro dos anos 2000, com guitarras distorcidas em camadas, estrutura de canção radiofônica (verso-refrão) e vocais melódicos. A dinâmica alterna entre versos mais limpos e refrãos explosivos, com uma seção rítmica direta e energética, típica do estilo Detonautas Roque Clube.",50.526331186294556
2009,"Tierry, Gusttavo Lima",Acertou Na Mosca,sertanejo,5,5_Tierry ACERTOU NA MOSCA feat Gusttavo Lima - DVD Acertou Na Mosca(MP3_160K).mp3,ok,sertanejo,100.0,"A faixa apresenta características típicas do sertanejo universitário, como o uso de violão, letras românticas e a participação de artistas renomados do gênero (Tierry e Gusttavo Lima).",46.19165849685669,Sertanejo,"Sertanejo Universitário, Arrocha, Bachata",100.0,"A faixa apresenta a fusão rítmica característica do Sertanejo contemporâneo, incorporando elementos da Bachata (evidenciados pelo padrão do violão e percussão) e do Arrocha. A instrumentação inclui metais, violão de nylon e uma produção voltada ao mercado pop, com vocais expressivos e melismáticos típicos do gênero.",33.63226318359375
2010,Capital Inicial,À sua maneira,rock,210,210_Capital Inicial - À Sua Maneira.mp3,ok,rock,100.0,"A música apresenta guitarras elétricas distorcidas, bateria com batida constante e vocais característicos do rock nacional, sendo um clássico do gênero.",50.69823598861694,Rock Nacional,"Pop Rock, Post-Punk, Rock Alternativo",100.0,"A faixa apresenta a instrumentação clássica do rock (guitarra, baixo e bateria) com uma estrutura de canção pop (verso-refrão) e ganchos melódicos acessíveis. A sonoridade é característica do Rock Nacional das décadas de 80 e 90, com guitarras que alternam entre timbres limpos e distorções moderadas, além de uma produção voltada para o rádio. A performance vocal é enérgica e direta, típica do estilo.",43.11083245277405
2024,Maneskin,I WANNA BE YOUR SLAVE,rock,144,144_Måneskin - I WANNA BE YOUR SLAVE.mp3,ok,rock,100.0,"A faixa apresenta guitarras elétricas distorcidas, uma bateria energética e uma estrutura rítmica característica do rock alternativo moderno.",45.914856910705566,Rock,"Glam Rock, Hard Rock, Alternative Rock, Dance-Rock",95.0,"A faixa é construída sobre um riff de baixo pulsante e rítmico que confere uma característica 'danceable', fundindo o rock com elementos de dance-rock. A instrumentação conta com guitarras distorcidas e uma bateria agressiva típica do hard rock. A performance vocal é teatral, expressiva e rouca, remetendo diretamente à estética e atitude do glam rock, enquanto a estrutura pop-rock e a produção moderna a classificam como rock alternativo contemporâneo.",64.84092807769775
